Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı,Puan_Degeri,Oy_Sayisi,Liste_Fiyati_Numeric,Yayin_Yili,Sayfa_Sayisi_Numeric,Ana_Kategori,Dil_Encoded,Cilt Tipi_Encoded,Kağıt Cinsi_Encoded,Ana_Kategori_Grouped,Ana_Kategori_Bilim & Mühendislik,Ana_Kategori_Diger,Ana_Kategori_Diğer,Ana_Kategori_Edebiyat,Ana_Kategori_Felsefe-Düşünce,Ana_Kategori_Kişisel Gelişim,Ana_Kategori_Siyaset,Ana_Kategori_Sosyoloji,Ana_Kategori_Tarih,Ana_Kategori_Çocuk Kitapları,Ana_Kategori_İslam,Liste_Fiyati_Numeric_Normalized,Sayfa_Sayisi_Numeric_Normalized,Favorilere Ekleyen Kişi Sayısı_Normalized,Okuyacağım olarak işaretlenmiş sayısı_Normalized,Okuyorum olarak işaretlenmiş sayısı_Normalized,Okudum olarak işaretlenmiş sayısı_Normalized,Toplam Yorum Sayısı_Normalized,Puan_Degeri_Normalized,Oy_Sayisi_Normalized,Toplam Satılma Sayısı_Normalized
Aşk mısın Yağmur mu?,Kitap > Edebiyat > Şiir (Yerli),Serpil Yalçın,TRUVA YAYINLARI,,3.0,0.0,0,0.0,"165,00",09.03.2022,TÜRKÇE,168,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,138.0,0.0,5.0,5.5,165.0,2022.0,168.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.26062322946175637,0.24489795918367346,0.010362694300518133,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.284527518172378
Kısa İspanya TarihiAntik İberya’dan 20. Yüzyıla,Kitap > Tarih > Bölgeler-Ülkeler,Mary Platt Parmele,LİBERUS,3 / 5 (9 oy),289.5,22.0,1,9.0,"180,00",08.03.2023,TÜRKÇE,120,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,461.0,2.0,3.0,9.0,180.0,2023.0,120.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.29461756373937675,0.163265306122449,1.0,0.04,0.001937984496124031,0.00944386149003148,0.005263157894736842,0.5,0.0008808632459810614,0.9553478712357216
Kedi Bakımı / Çocuklar İçin,Kitap > Hobi > Hayvanlar,Katherine Starke,İLETİŞİM YAYINLARI KAMPANYA,5 / 5 (7 oy),78.0,4.0,0,2.0,"119,00",01.12.2015,TÜRKÇE,38,Karton Kapak,13 x 19.5 cm,Kuşe Kağıt,130.0,1.0,5.0,7.0,119.0,2015.0,38.0,Hobi,0,1,4,Diger,0,1,0,0,0,0,0,0,0,0,0,0.15637393767705382,0.023809523809523815,0.2694300518134715,0.007272727272727273,0.0,0.002098635886673662,0.002631578947368421,1.0,0.0006606474344857962,0.2679127725856698
Larus,Kitap > Edebiyat > Roman (Yerli),Kaan Mumcuoğlu,MOTTO,3 / 5 (1 oy),9.0,1.0,1,1.0,"296,00",30.03.2022,TÜRKÇE,136,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,228.0,0.0,3.0,1.0,296.0,2022.0,136.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5575070821529745,0.19047619047619047,0.031088082901554404,0.0018181818181818182,0.001937984496124031,0.001049317943336831,0.0,0.5,0.0,0.4714434060228453
Sıradan Bir Katilin İtirafları,Kitap > Edebiyat > Roman (Yerli) > Kitap > Edebiyat > Polisiye,Polat Onat,KENT KİTAP,5 / 5 (4 oy),48.0,3.0,0,11.0,"158,50",02.05.2024,TÜRKÇE,137,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,96.0,3.0,5.0,4.0,158.5,2024.0,137.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.24589235127478754,0.1921768707482993,0.16580310880829013,0.005454545454545455,0.0,0.011542497376705142,0.007894736842105263,1.0,0.00033032371724289804,0.1973001038421599
Sürgün,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Diğer > Gençlik Kitapları > Edebiyat > Kitap > Orijinal Dil > İngilizce,Lisa M. Stasse,PEGASUS YAYINLARI,4 / 5 (12 oy),216.0,25.0,0,22.0,"299,00",03.07.2015,TÜRKÇE,384,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,166.0,4.0,4.0,12.0,299.0,2015.0,384.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.6122448979591836,0.7461139896373057,0.045454545454545456,0.0,0.023084994753410283,0.010526315789473684,0.75,0.0012111869632239595,0.3426791277258567
Uzaktan Eğitim Şart,Kitap > Başvuru Kitapları > Diğer,Burcu Aybat,ABAKÜS KİTAP - KAMPANYA,4 / 5 (7 oy),53.0,2.0,0,7.0,"165,00",12.06.2020,TÜRKÇE,128,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,223.0,5.0,4.0,7.0,165.0,2020.0,128.0,Başvuru Kitapları,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.26062322946175637,0.17687074829931973,0.18307426597582038,0.0036363636363636364,0.0,0.007345225603357817,0.013157894736842105,0.75,0.0006606474344857962,0.46105919003115264
Ya Biz  Ya Hiç,Kitap > Edebiyat > Diğer,Muhammet Recep Arar,HAYY KİTAP - KAMPANYA,4 / 5 (24 oy),169.0,22.0,2,20.0,"150,00",24.09.2018,TÜRKÇE,128,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,482.5,8.0,4.0,24.0,150.0,2018.0,128.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.22662889518413593,0.17687074829931973,0.5837651122625216,0.04,0.003875968992248062,0.020986358866736624,0.021052631578947368,0.75,0.0025324818321955517,0.9999999999999999
Toprak ve AteşRumi ve Şems,Kitap > Edebiyat > Roman (Yerli),Hüseyin Bal,KENT KİTAP,5 / 5 (1 oy),5.0,1.0,0,0.0,"251,00",13.12.2023,TÜRKÇE,366,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,73.0,0.0,5.0,1.0,251.0,2023.0,366.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.4555240793201133,0.5816326530612245,0.017271157167530225,0.0018181818181818182,0.0,0.0,0.0,1.0,0.0,0.14953271028037382
Şiirlerin 40’ı Çıktı,Kitap > Edebiyat > Şiir (Yerli),Ahmet Şahin,ARİON YAYINLARI,,2.0,0.0,0,0.0,"200,00",27.01.2023,TÜRKÇE,60,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,23.0,0.0,5.0,5.5,200.0,2023.0,60.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.3399433427762039,0.06122448979591837,0.0069084628670120895,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.04569055036344755
Çöpe Giden YazılarEkonomi Yazıları,Kitap > Edebiyat > Diğer,Dr. Rüşdü Saraçoğlu,SİYAH KUĞU KAMPANYA,4 / 5 (5 oy),48.0,8.0,2,4.0,"150,00",11.01.2021,TÜRKÇE,364,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,216.0,3.0,4.0,5.0,150.0,2021.0,364.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.22662889518413593,0.5782312925170068,0.16580310880829013,0.014545454545454545,0.003875968992248062,0.004197271773347324,0.007894736842105263,0.75,0.00044043162299053066,0.446521287642783
Sur İçindeki Muhteşem Yaşamıyla İstanbul,Kitap > Başvuru Kitapları > Diğer > Kitap > İstanbul Kitapları > İnceleme,N. İlham Seyyale,BİZİM KİTAPLAR YAYINEVİ,5 / 5 (1 oy),49.0,3.0,0,3.0,"165,00",01.11.2021,TÜRKÇE,140,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,44.0,0.0,5.0,1.0,165.0,2021.0,140.0,Başvuru Kitapları,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.26062322946175637,0.19727891156462585,0.1692573402417962,0.005454545454545455,0.0,0.0031479538300104933,0.0,1.0,0.0,0.0893042575285566
Keşif Uzayı,Kitap > Edebiyat > Roman (Çeviri),Alastair Reynolds,DEDALUS KİTAP,4 / 5 (1 oy),44.0,2.0,0,2.0,"600,00",20.02.2023,TÜRKÇE,632,Karton Kapak,13 x 20 cm,Kitap Kağıdı,152.0,0.0,4.0,1.0,491.25,2023.0,612.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.15198618307426598,0.0036363636363636364,0.0,0.002098635886673662,0.0,0.75,0.0,0.31360332294911736
Altın Küpü,Kitap > Edebiyat > Roman (Çeviri),James Stephens,DEDALUS KİTAP,5 / 5 (4 oy),64.0,8.0,1,3.0,"200,00",12.02.2021,TÜRKÇE,196,Karton Kapak,13 x 20 cm,Kitap Kağıdı,142.0,0.0,5.0,4.0,200.0,2021.0,196.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.3399433427762039,0.2925170068027211,0.22107081174438686,0.014545454545454545,0.001937984496124031,0.0031479538300104933,0.0,1.0,0.00033032371724289804,0.2928348909657321
"Soytarılar, Dolandırıcılar, YaygaracılarYeni Sol Düşünürleri",Kitap > Felsefe-Düşünce > Diğer,Roger Scruton,FİHRİST KİTAP,5 / 5 (41 oy),289.5,62.0,9,28.0,"464,50",07.09.2023,TÜRKÇE,354,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,482.5,20.0,5.0,41.0,464.5,2023.0,354.0,Felsefe-Düşünce,0,1,3,Felsefe-Düşünce,0,0,0,0,1,0,0,0,0,0,0,0.9393767705382436,0.5612244897959183,1.0,0.11272727272727273,0.01744186046511628,0.02938090241343127,0.05263157894736842,1.0,0.004404316229905307,0.9999999999999999
İyi Ki Varsın Allah’ım,Kitap > İslam > Araştırma-İnceleme,Adnan  Ünal,YEDİVEREN YAYIN GRUBU - KAMPANYA,5 / 5 (1 oy),19.0,0.0,0,0.0,"181,00",10.01.2024,TÜRKÇE,248,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,38.0,0.0,5.0,1.0,181.0,2024.0,248.0,İslam,0,1,3,İslam,0,0,0,0,0,0,0,0,0,0,1,0.2968838526912181,0.38095238095238093,0.06563039723661485,0.0,0.0,0.0,0.0,1.0,0.0,0.07684319833852545
Avrupa Birliği’nin Batı Balkanlar Politikası,Kitap > Siyaset > Araştırma-İnceleme,Nergiz Başeğmez Bolaman,URZENİ,5 / 5 (1 oy),12.0,1.0,1,0.0,"320,00",09.11.2023,TÜRKÇE,376,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,19.0,0.0,5.0,1.0,320.0,2023.0,376.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.6118980169971671,0.5986394557823128,0.04145077720207253,0.0018181818181818182,0.001937984496124031,0.0,0.0,1.0,0.0,0.037383177570093455
Genç RönesansDijital Yaratıcıların Hayatta Kalma Rehberi,Kitap > Bilim & Mühendislik > Popüler Bilim,Mu Tunç,DESTEK YAYIN GRUBU-KAMPANYA,,1.0,0.0,0,0.0,"180,00",16.11.2021,TÜRKÇE,240,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,2.0,0.0,5.0,5.5,180.0,2021.0,240.0,Bilim & Mühendislik,0,1,3,Bilim & Mühendislik,1,0,0,0,0,0,0,0,0,0,0,0.29461756373937675,0.3673469387755102,0.0034542314335060447,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.0020768431983385254
Yaşamın Kökeni,Kitap > Bilim & Mühendislik > Popüler Bilim,Peter M. Hoffmann,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (13 oy),238.0,27.0,5,10.0,"400,00",12.03.2016,TÜRKÇE,352,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,255.0,6.0,5.0,13.0,400.0,2016.0,352.0,Bilim & Mühendislik,0,1,3,Bilim & Mühendislik,1,0,0,0,0,0,0,0,0,0,0,0.7932011331444758,0.5578231292517006,0.8221070811744386,0.04909090909090909,0.009689922480620155,0.010493179433368312,0.015789473684210527,1.0,0.0013212948689715921,0.5275181723779854
Don Kişot,Kitap > Edebiyat > Hikaye (Çeviri),Miguel de Cervantes Saavedra,PETA KİTAP YAYINCILIK,5 / 5 (2 oy),47.0,8.0,0,6.0,"129,00",10.06.2023,TÜRKÇE,88,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,166.0,2.0,5.0,2.0,129.0,2023.0,88.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.17903682719546737,0.108843537414966,0.1623488773747841,0.014545454545454545,0.0,0.0062959076600209865,0.005263157894736842,1.0,0.00011010790574763268,0.3426791277258567
Madama ButterflyOpera Klasikleri: 09,Kitap > Sanat > Diğer,Giacomo Puccini,FİHRİST KİTAP,4 / 5 (1 oy),27.0,4.0,0,1.0,"194,50",03.04.2024,TÜRKÇE,124,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,42.0,0.0,4.0,1.0,194.5,2024.0,124.0,Sanat,0,1,3,Diger,0,1,0,0,0,0,0,0,0,0,0,0.3274787535410765,0.17006802721088435,0.09326424870466321,0.007272727272727273,0.0,0.001049317943336831,0.0,0.75,0.0,0.08515057113187954
Kriz Üçgeninde Türkiye Cilt 2,Kitap > Siyaset > Araştırma-İnceleme,Mehmet Hasgüler,URZENİ,5 / 5 (2 oy),14.0,3.0,0,1.0,"300,00",02.07.2020,TÜRKÇE,284,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,11.0,1.0,5.0,2.0,300.0,2020.0,284.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.5665722379603398,0.4421768707482993,0.048359240069084625,0.005454545454545455,0.0,0.001049317943336831,0.002631578947368421,1.0,0.00011010790574763268,0.020768431983385256
Barışa Övgü,Kitap > Edebiyat > Aforizma,Kolektif,FİHRİST KİTAP,5 / 5 (2 oy),51.0,2.0,0,1.0,"164,50",11.01.2023,TÜRKÇE,96,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,18.0,0.0,5.0,2.0,164.5,2023.0,96.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.25949008498583565,0.12244897959183673,0.17616580310880828,0.0036363636363636364,0.0,0.001049317943336831,0.0,1.0,0.00011010790574763268,0.03530633437175493
Faizsiz Bankacılıkta Mudarabe ve Kar,Kitap > İslam > Araştırma-İnceleme,Cemal Kalkan,İNSAN YAYINLARI,5 / 5 (3 oy),42.0,0.0,0,3.0,"285,00",09.02.2022,TÜRKÇE,294,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,80.0,3.0,5.0,3.0,285.0,2022.0,294.0,İslam,0,1,3,İslam,0,0,0,0,0,0,0,0,0,0,1,0.5325779036827195,0.45918367346938777,0.14507772020725387,0.0,0.0,0.0031479538300104933,0.007894736842105263,1.0,0.00022021581149526536,0.16407061266874348
Terör ve İstihbarat Seti (16 Kitap),Kitap > Siyaset > Araştırma-İnceleme,Kolektif,YENİYÜZYIL YAYINLARI,3 / 5 (2 oy),53.0,3.0,2,2.0,"3.920,00",03.12.2019,TÜRKÇE,4758,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,22.0,1.0,3.0,2.0,250.0,2019.0,612.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.45325779036827196,1.0,0.18307426597582038,0.005454545454545455,0.003875968992248062,0.002098635886673662,0.002631578947368421,0.5,0.00011010790574763268,0.04361370716510903
Aşkı Kalem Yazmaz ki Kitapta Bulasın,Kitap > İslam > Tasavvuf,Ferhat Atik,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),6.0,2.0,0,0.0,"280,00",29.08.2023,TÜRKÇE,296,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,14.0,0.0,5.0,1.0,280.0,2023.0,296.0,İslam,0,1,3,İslam,0,0,0,0,0,0,0,0,0,0,1,0.5212464589235127,0.46258503401360546,0.020725388601036267,0.0036363636363636364,0.0,0.0,0.0,1.0,0.0,0.026998961578400833
Rosemary Sahili Serisi Takım Set (3 Kitap),Kitap > Edebiyat > Roman (Çeviri),Abbi Glines,PEGASUS YAYINLARI,5 / 5 (12 oy),221.0,14.0,2,10.0,"747,00",31.01.2020,TÜRKÇE,1248,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,268.0,7.0,5.0,12.0,491.25,2020.0,612.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.7633851468048359,0.025454545454545455,0.003875968992248062,0.010493179433368312,0.018421052631578946,1.0,0.0012111869632239595,0.5545171339563862
Devrimi Kadınlar YaparAtatürk’ün Öncü Kadınları,Kitap > Tarih > Araştırma-İnceleme,Yaşar Gürsoy,DESTEK YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),13.0,2.0,0,0.0,"360,00",15.09.2022,TÜRKÇE,400,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,13.0,0.0,5.0,1.0,360.0,2022.0,400.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.7025495750708215,0.6394557823129251,0.04490500863557858,0.0036363636363636364,0.0,0.0,0.0,1.0,0.0,0.024922118380062305
Bilgisayar Boti,Kitap > Çocuk Kitapları > Okul Öncesi > Masal,Yeşim Özen Açıl,ABAKÜS KİTAP - KAMPANYA,4 / 5 (4 oy),29.0,0.0,0,2.0,"85,00",15.05.2019,TÜRKÇE,24,Karton Kapak,22 x 22 cm,Kitap Kağıdı,83.0,1.0,4.0,4.0,85.0,2019.0,24.0,Çocuk Kitapları,0,1,3,Çocuk Kitapları,0,0,0,0,0,0,0,0,0,1,0,0.07932011331444759,0.0,0.1001727115716753,0.0,0.0,0.002098635886673662,0.002631578947368421,0.75,0.00033032371724289804,0.17030114226375906
İtaatkar,Kitap > Edebiyat > Roman (Çeviri),Tara Sue Me,PEGASUS YAYINLARI,4 / 5 (46 oy),150.0,23.0,2,73.0,"299,00",20.05.2016,TÜRKÇE,360,Karton Kapak,12 x 19 cm,Kitap Kağıdı,434.0,9.0,4.0,46.0,299.0,2016.0,360.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.5643059490084985,0.5714285714285714,0.5181347150259067,0.04181818181818182,0.003875968992248062,0.07660020986358868,0.02368421052631579,0.75,0.00495485575864347,0.8992731048805814
Vecihi HürkuşHayatı ve Havacılık Faaliyetleri,Kitap > Tarih > Araştırma-İnceleme,Hızır Türkkan Demirkazık,LEJAND,5 / 5 (6 oy),185.0,10.0,1,8.0,"210,00",08.05.2024,TÜRKÇE,238,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,482.5,4.0,5.0,6.0,210.0,2024.0,238.0,Tarih,0,1,3,Tarih,0,0,0,0,0,0,0,0,1,0,0,0.3626062322946175,0.36394557823129253,0.6390328151986183,0.01818181818181818,0.001937984496124031,0.008394543546694649,0.010526315789473684,1.0,0.0005505395287381633,0.9999999999999999
"Modernlik Kehanetleri: Felsefe, Siyaset ve EstetikMarx, Baudelaire ve Dostoyevski’den Weber ve Benjamin’e",Kitap > Felsefe-Düşünce > Diğer,Fırat Mollaer,LEJAND,5 / 5 (7 oy),227.0,10.0,0,3.0,"299,00",13.07.2023,TÜRKÇE,352,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,324.0,1.0,5.0,7.0,299.0,2023.0,352.0,Felsefe-Düşünce,0,1,3,Felsefe-Düşünce,0,0,0,0,1,0,0,0,0,0,0,0.5643059490084985,0.5578231292517006,0.7841105354058722,0.01818181818181818,0.0,0.0031479538300104933,0.002631578947368421,1.0,0.0006606474344857962,0.6708203530633436
Hürriyet KahramanıOhrili Eyüp Sabri Akgöl,Kitap > Siyaset > Siyaset Bilimi,Yavuz Selim Kaya,MAVİ GÖK YAYINLARI,5 / 5 (12 oy),83.0,4.0,0,15.0,"320,00",31.01.2024,TÜRKÇE,280,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,322.0,9.0,5.0,12.0,320.0,2024.0,280.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.6118980169971671,0.43537414965986393,0.2867012089810017,0.007272727272727273,0.0,0.015739769150052468,0.02368421052631579,1.0,0.0012111869632239595,0.6666666666666666
Sembolik Etkileşim,Kitap > Sosyoloji > Bilim,Dolunay Şenol,NET KİTAPLIK YAYINCILIK,5 / 5 (3 oy),28.0,4.0,0,5.0,"280,00",27.01.2023,TÜRKÇE,164,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,89.0,1.0,5.0,3.0,280.0,2023.0,164.0,Sosyoloji,0,1,3,Sosyoloji,0,0,0,0,0,0,0,1,0,0,0,0.5212464589235127,0.23809523809523808,0.09671848013816925,0.007272727272727273,0.0,0.005246589716684156,0.002631578947368421,1.0,0.00022021581149526536,0.1827622014537902
Dördüncü Kattaki Lunapark,Kitap > Edebiyat > Hikaye (Yerli),Erdem İçel,KANON KİTAP,4 / 5 (1 oy),8.0,0.0,1,2.0,"125,00",29.07.2021,TÜRKÇE,142,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,43.0,1.0,4.0,1.0,125.0,2021.0,142.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.16997167138810199,0.20068027210884354,0.027633851468048358,0.0,0.001937984496124031,0.002098635886673662,0.002631578947368421,0.75,0.0,0.08722741433021806
Firavun'dan Mata Hari'ye Entrikacılar ve Casuslar,Kitap > Siyaset > Kurumlar-Örgütler > Kitap > Siyaset > Siyasal Hayat (Dünya),Manfred Reitz,SİYASAL YAYIN GRUBU - KAMPANYA,5 / 5 (18 oy),186.0,13.0,1,7.0,"310,00",11.09.2009,TÜRKÇE,247,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,136.0,4.0,5.0,18.0,310.0,2009.0,247.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,0.5892351274787535,0.3792517006802721,0.6424870466321243,0.023636363636363636,0.001937984496124031,0.007345225603357817,0.010526315789473684,1.0,0.0018718343977097555,0.28037383177570097
Küçük Tatlı Yalanlar,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Lauren Conrad,PEGASUS YAYINLARI,5 / 5 (4 oy),93.0,8.0,0,3.0,"269,00",27.02.2015,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,47.0,1.0,5.0,4.0,269.0,2015.0,320.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.49631728045325774,0.5034013605442176,0.32124352331606215,0.014545454545454545,0.0,0.0031479538300104933,0.002631578947368421,1.0,0.00033032371724289804,0.09553478712357218
Gizemli Mesajın Sırrı,Kitap > İslam > Araştırma-İnceleme,Uğur Bostan,MOTTO,,7.0,0.0,0,0.0,"294,00",04.10.2022,TÜRKÇE,98,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,66.0,0.0,5.0,5.5,294.0,2022.0,98.0,İslam,0,1,3,İslam,0,0,0,0,0,0,0,0,0,0,1,0.5529745042492917,0.12585034013605442,0.024179620034542312,0.0,0.0,0.0,0.0,1.0,0.000495485575864347,0.13499480789200413
80 Gün Serisi Takım Set (3 Kitap),Kitap > Edebiyat > Roman (Çeviri),Vina Jackson,PEGASUS YAYINLARI,4 / 5 (13 oy),289.5,24.0,1,8.0,"897,00",31.01.2020,TÜRKÇE,1024,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,464.0,6.0,4.0,13.0,491.25,2020.0,612.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,0.04363636363636364,0.001937984496124031,0.008394543546694649,0.015789473684210527,0.75,0.0013212948689715921,0.9615784008307372
"Tekrarlayan ÇatışmalarTürk[iye]-Yunan[istan] ve Türk[iye]-Ermeni[stan] İlişkilerinde Algı, Söylem, Siyasa",Kitap > Siyaset > Araştırma-İnceleme,Ayşe Küçük,OTORİTE YAYINLARI,5 / 5 (1 oy),26.0,2.0,0,0.0,"499,00",10.10.2023,TÜRKÇE,445,Karton Kapak,15 x 23 cm,Kitap Kağıdı,82.0,0.0,5.0,1.0,491.25,2023.0,445.0,Siyaset,0,1,3,Siyaset,0,0,0,0,0,0,1,0,0,0,0,1.0,0.7159863945578231,0.08981001727115716,0.0036363636363636364,0.0,0.0,0.0,1.0,0.0,0.16822429906542055
Maria ile Yunanistan,Kitap > Turizm-Gezi > Ülkeler,Maria Ekmekçioğlu,İNKILAP KİTABEVİ-KAMPANYA,5 / 5 (4 oy),49.0,3.0,0,6.0,"770,00",07.09.2017,TÜRKÇE,344,Karton Kapak,13.7 x 21.5 cm,Kuşe Kağıt,67.0,2.0,5.0,4.0,491.25,2017.0,344.0,Turizm-Gezi,0,1,4,Diger,0,1,0,0,0,0,0,0,0,0,0,1.0,0.5442176870748299,0.1692573402417962,0.005454545454545455,0.0,0.0062959076600209865,0.005263157894736842,1.0,0.00033032371724289804,0.13707165109034267
Dışarıda,Kitap > Edebiyat > Roman (Yerli),M. Safa Karataş,EPONA KİTAP,,10.0,1.0,0,3.0,"156,00",29.11.2021,TÜRKÇE,155,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,270.0,0.0,5.0,5.5,156.0,2021.0,155.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.2402266288951841,0.22278911564625853,0.03454231433506045,0.0018181818181818182,0.0,0.0031479538300104933,0.0,1.0,0.000495485575864347,0.5586708203530633
Pia Fraus,Kitap > Edebiyat > Şiir (Yerli),Veli Koçak,FİHRİST KİTAP,,14.0,5.0,0,4.0,"104,50",15.08.2023,TÜRKÇE,48,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,16.0,0.0,5.0,5.5,104.5,2023.0,48.0,Edebiyat,0,1,3,Edebiyat,0,0,0,1,0,0,0,0,0,0,0,0.12351274787535411,0.04081632653061224,0.048359240069084625,0.00909090909090909,0.0,0.004197271773347324,0.0,1.0,0.000495485575864347,0.03115264797507788
Altın Çiçeğin Sırrı,Kitap > Felsefe-Düşünce,Sevda Beytaş,SARMAL KİTABEVİ,5 / 5 (6 oy),25.0,5.0,0,2.0,"120,00",13.05.2022,TÜRKÇE,76,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,88.0,2.0,5.0,6.0,120.0,2022.0,76.0,Felsefe-Düşünce,0,1,3,Felsefe-Düşünce,0,0,0,0,1,0,0,0,0,0,0,0.15864022662889515,0.08843537414965988,0.08635578583765112,0.00909090909090909,0.0,0.002098635886673662,0.005263157894736842,1.0,0.0005505395287381633,0.1806853582554517
